lat,long,restriction_score,neighbourhood group,host_type,id
40.70764,-73.83116,1,Queens,Professional,9336095
40.78807,-73.97406,2,Manhattan,Individual,9341618
40.66099,-73.96083,1,Brooklyn,Individual,9343275
40.74507,-73.99452,1,Manhattan,Individual,9346589
40.85496,-73.93406,1,Manhattan,Individual,9348246
40.69764,-73.94929,1,Brooklyn,Individual,9349351
40.69011,-73.96656,1,Brooklyn,Individual,9353217
40.76571,-73.98312,1,Manhattan,Professional,9353769
40.69363,-73.95084,1,Brooklyn,Individual,9354321
40.72716,-73.98264,1,Manhattan,Individual,9354874
40.76642,-73.98326,1,Manhattan,Professional,9357083
40.7663,-73.98359,1,Manhattan,Professional,9365920
40.75237,-73.98769,1,Manhattan,Individual,9369233
40.75915,-73.99932,1,Manhattan,Individual,9370338
40.69993,-73.92504,1,Brooklyn,Individual,9370890
40.7442,-73.98748,1,Manhattan,Individual,9371443
40.68158,-73.95798,1,Brooklyn,Individual,9377518
40.64319,-73.96729,2,Brooklyn,Professional,9378070
40.7672,-73.9695,1,Manhattan,Individual,9381936
40.80903,-73.92143,2,Bronx,Individual,9383041
40.86399,-73.92321,4,Manhattan,Individual,9386355
40.826,-73.94314,2,Manhattan,Individual,9389116
40.73552,-74.00615,1,Manhattan,Professional,9389668
40.67593,-73.94291,2,Brooklyn,Individual,9393535
40.74771,-73.98727,1,Manhattan,Individual,9394639
40.76735,-73.98578,2,Manhattan,Individual,9395191
40.82127,-73.95669,2,Manhattan,Professional,9396848
40.71707,-73.95859,1,Brooklyn,Individual,9407342
40.70724,-73.91228,1,Queens,Professional,9410104
40.78864,-73.97452,1,Manhattan,Individual,9412865
40.69453,-73.99423,4,Brooklyn,Professional,9424463
40.68264,-73.94238,1,Brooklyn,Individual,9427225
40.68979,-73.94299,1,Brooklyn,Professional,9428882
40.6886,-73.94153,1,Brooklyn,Professional,9429434
40.85264,-73.92976,1,Manhattan,Individual,9430539
40.76676,-73.95753,1,Manhattan,Individual,9431643
40.70751,-73.95441,2,Brooklyn,Individual,9432748
40.68882,-73.95969,2,Brooklyn,Individual,9433300
40.68445,-73.92142,2,Brooklyn,Individual,9433852
40.71394,-73.94995,2,Brooklyn,Individual,9434957
40.64528,-73.97621,2,Brooklyn,Individual,9435509
40.70952,-73.95567,1,Brooklyn,Individual,9436062
40.58341,-73.8165,1,Queens,Individual,9436614
40.77631,-73.9556,1,Manhattan,Individual,9437166
40.68696,-73.95094,1,Brooklyn,Individual,9437719
40.66877,-73.93318,2,Brooklyn,Individual,9438823
40.50708,-74.24285,2,Staten Island,Individual,9439928
40.69706,-73.97422,2,Brooklyn,Individual,9440480
40.70307,-73.91765,2,Brooklyn,Individual,9441585
40.70611,-73.93966,1,Brooklyn,Individual,9442137
40.83086,-73.94478,2,Manhattan,Individual,9446003
40.80514,-73.96349,1,Manhattan,Individual,9447108
40.63877,-74.01993,2,Brooklyn,Professional,9449869
40.6881,-73.96281,1,Brooklyn,Individual,9450421
40.68645,-73.96691,1,Brooklyn,Individual,9453183
40.72232,-73.99433,1,Manhattan,Individual,9455392
40.75001,-73.97739,1,Manhattan,Individual,9457049
40.72838,-73.98539,3,Manhattan,Individual,9458706
40.69414,-73.92877,2,Brooklyn,Individual,9462572
40.68091,-73.94392,1,Brooklyn,Professional,9463124
40.70528,-73.92938,1,Brooklyn,Professional,9466438
40.67719,-73.98142,2,Brooklyn,Professional,9471409
40.75314,-73.97367,2,Manhattan,Professional,9473618
40.71849,-73.98334,2,Manhattan,Individual,9474723
40.68469,-73.98603,1,Brooklyn,Individual,9475827
40.74838,-73.88767,1,Queens,Professional,9476380
40.7363,-73.98691,1,Manhattan,Individual,9479141
40.71278,-73.949,2,Brooklyn,Individual,9481350
40.80513,-73.95445,1,Manhattan,Individual,9484112
40.82039,-73.94147,2,Manhattan,Individual,9486321
40.75489,-73.9666,1,Manhattan,Individual,9487426
40.73064,-73.99937,1,Manhattan,Individual,9489082
40.72228,-73.98409,1,Manhattan,Individual,9489635
40.72387,-73.98939,1,Manhattan,Individual,9492396
40.71172,-73.9417,1,Brooklyn,Individual,9493501
40.71102,-73.9689,2,Brooklyn,Individual,9499576
40.70928,-73.95286,1,Brooklyn,Individual,9500128
40.78993,-73.94718,1,Manhattan,Individual,9503442
40.7411,-73.99024,1,Manhattan,Individual,9506204
40.71635,-73.95746,1,Brooklyn,Individual,9506756
40.74849,-73.82914,2,Queens,Professional,9510070
40.83648,-73.85812,1,Bronx,Professional,9511174
40.63129,-73.96611,1,Brooklyn,Individual,9515593
40.75761,-73.96217,2,Manhattan,Individual,9516697
40.68075,-73.91099,1,Brooklyn,Individual,9517250
40.73976,-73.8954,1,Queens,Individual,9521668
40.72444,-73.98136,2,Manhattan,Individual,9522220
40.69537,-73.93494,1,Brooklyn,Professional,9522773
40.79505,-73.94361,2,Manhattan,Professional,9523325
40.66882,-73.9404,1,Brooklyn,Professional,9527191
40.69443,-73.94316,1,Brooklyn,Individual,9532162
40.76302,-73.99416,1,Manhattan,Professional,9533266
40.75228,-73.97337,1,Manhattan,Individual,9544865
40.67086,-73.97847,1,Brooklyn,Individual,9545969
40.81384,-73.90514,1,Bronx,Individual,9547074
40.66248,-73.99667,1,Brooklyn,Individual,9547626
40.66753,-73.95099,1,Brooklyn,Professional,9548179
40.74462,-73.97746,2,Manhattan,Individual,9550388
40.64933,-73.96478,2,Brooklyn,Individual,9551492
40.76535,-73.98874,1,Manhattan,Individual,9553149
40.67631,-73.96635,1,Brooklyn,Professional,9575241
40.73631,-73.98525,1,Manhattan,Individual,9577450
40.72804,-73.98867,1,Manhattan,Individual,9579107
40.7842,-73.95105,1,Manhattan,Individual,9580764
40.76093,-73.99014,1,Manhattan,Individual,9582421
40.75069,-73.89476,1,Queens,Individual,9582973
40.7659,-73.98211,2,Manhattan,Individual,9584630
40.8015,-73.96605,1,Manhattan,Individual,9589049
40.6851,-73.94793,2,Brooklyn,Individual,9593467
40.66127,-73.99154,1,Brooklyn,Individual,9595124
40.69531,-73.98306,1,Brooklyn,Individual,9598438
40.70005,-73.8952,1,Queens,Individual,9612245
40.89118,-73.84987,1,Bronx,Individual,9616664
40.75756,-73.99318,2,Manhattan,Individual,9617216
40.69065,-73.93708,1,Brooklyn,Individual,9617768
40.70076,-73.92371,2,Brooklyn,Individual,9619425
40.7704,-73.91701,1,Queens,Individual,9621634
40.80015,-73.93764,2,Manhattan,Professional,9622187
40.78434,-73.97867,1,Manhattan,Individual,9624396
40.82471,-73.94332,2,Manhattan,Professional,9628814
40.79895,-73.95949,2,Manhattan,Professional,9629367
40.66223,-73.95955,1,Brooklyn,Individual,9635994
40.76192,-73.98817,1,Manhattan,Individual,9638756
40.74431,-73.92024,1,Queens,Individual,9639308
40.67776,-73.9743,1,Brooklyn,Individual,9639860
40.82458,-73.95175,2,Manhattan,Individual,9640965
40.82859,-73.9497,1,Manhattan,Individual,9642070
40.75123,-73.87993,1,Queens,Professional,9643726
40.68634,-73.94414,2,Brooklyn,Individual,9644279
40.70595,-73.90871,1,Queens,Individual,9645936
40.76107,-73.86664,1,Queens,Individual,9649249
40.69186,-73.94038,3,Brooklyn,Individual,9651459
40.6872,-73.95773,3,Brooklyn,Individual,9652563
40.69409,-73.94815,1,Brooklyn,Individual,9653668
40.72994,-73.99455,1,Manhattan,Individual,9654220
40.72176,-73.99424,2,Manhattan,Individual,9656429
40.77419,-73.93017,2,Queens,Individual,9657534
40.71194,-73.95742,1,Brooklyn,Individual,9659191
40.74516,-73.9959,1,Manhattan,Individual,9660848
40.80991,-73.94273,5,Manhattan,Professional,9661400
40.78265,-73.95364,2,Manhattan,Professional,9662505
40.76747,-73.98613,1,Manhattan,Professional,9665818
40.67858,-73.93713,1,Brooklyn,Professional,9676312
40.71249,-73.94674,2,Brooklyn,Individual,9677969
40.74903,-73.82938,3,Queens,Professional,9685701
40.74776,-73.88827,1,Queens,Professional,9688463
40.81567,-73.95951,1,Manhattan,Individual,9689015
40.68807,-73.92348,2,Brooklyn,Professional,9690672
40.8244,-73.944,2,Manhattan,Individual,9693986
40.68831,-73.95602,1,Brooklyn,Individual,9695090
40.82555,-73.95159,1,Manhattan,Professional,9697852
40.75953,-73.91182,3,Queens,Individual,9700613
40.82322,-73.94002,1,Manhattan,Individual,9701718
40.70474,-73.93812,1,Brooklyn,Individual,9702823
40.71401,-73.93672,1,Brooklyn,Individual,9703375
40.77873,-73.94917,1,Manhattan,Individual,9705032
40.7119,-73.94638,1,Brooklyn,Individual,9706689
40.68899,-73.92339,2,Brooklyn,Professional,9707793
40.68962,-73.92346,1,Brooklyn,Professional,9708346
40.71121,-73.96698,1,Brooklyn,Individual,9708898
40.84848,-73.9343,2,Manhattan,Professional,9709450
40.78491,-73.97447,1,Manhattan,Individual,9714973
40.65392,-73.95364,1,Brooklyn,Individual,9717182
40.68752,-73.9618,1,Brooklyn,Individual,9718287
40.75053,-73.99685,1,Manhattan,Individual,9722705
40.88871,-73.86175,3,Bronx,Individual,9724362
40.76153,-73.98915,2,Manhattan,Individual,9729885
40.74037,-73.8861,1,Queens,Professional,9730438
40.84021,-73.94191,1,Manhattan,Professional,9734304
40.72073,-73.97839,1,Manhattan,Individual,9735961
40.72453,-73.95529,1,Brooklyn,Individual,9737617
40.71989,-73.98557,1,Manhattan,Individual,9741484
40.83344,-73.94442,5,Manhattan,Individual,9742588
40.66548,-73.98196,2,Brooklyn,Professional,9744245
40.69299,-73.99283,2,Brooklyn,Individual,9744797
40.71114,-73.99874,1,Manhattan,Individual,9745902
40.76303,-73.98767,2,Manhattan,Professional,9746454
40.81995,-73.95266,3,Manhattan,Individual,9747559
40.65038,-74.00551,2,Brooklyn,Individual,9751425
40.68147,-73.95814,3,Brooklyn,Individual,9754739
40.76368,-73.91518,1,Queens,Individual,9758605
40.77861,-73.98336,2,Manhattan,Individual,9761919
40.8032,-73.96495,1,Manhattan,Individual,9763576
40.71154,-73.95795,1,Brooklyn,Individual,9767442
40.77912,-73.95594,1,Manhattan,Individual,9769651
40.73282,-73.9564,2,Brooklyn,Individual,9772412
40.76014,-73.99039,1,Manhattan,Professional,9772965
40.75572,-73.96936,1,Manhattan,Professional,9780145
40.69301,-73.92683,2,Brooklyn,Individual,9781249
40.8242,-73.94777,1,Manhattan,Individual,9783458
40.73064,-74.00351,1,Manhattan,Professional,9784011
40.76386,-73.97702,1,Manhattan,Individual,9784563
40.74775,-73.97702,1,Manhattan,Individual,9786220
40.73361,-74.00218,1,Manhattan,Individual,9787324
40.76875,-73.95723,1,Manhattan,Professional,9791191
40.68743,-73.93045,1,Brooklyn,Individual,9792295
40.63874,-73.95645,1,Brooklyn,Individual,9792847
40.76313,-73.99482,1,Manhattan,Professional,9795609
40.75347,-73.97293,2,Manhattan,Individual,9796161
40.76474,-73.99154,2,Manhattan,Professional,9796714
40.78458,-73.97836,2,Manhattan,Individual,9799475
40.7155,-73.96188,1,Brooklyn,Professional,9800580
40.64052,-73.99668,2,Brooklyn,Individual,9801684
40.70581,-73.90112,3,Queens,Individual,9805550
40.73009,-74.00222,1,Manhattan,Individual,9806655
40.76152,-73.98678,1,Manhattan,Professional,9808312
40.74303,-73.99797,1,Manhattan,Individual,9809416
40.66757,-73.98498,1,Brooklyn,Individual,9813835
40.78576,-73.94211,1,Manhattan,Individual,9814387
40.71366,-73.98799,4,Manhattan,Individual,9816044
40.7266,-73.97872,1,Manhattan,Individual,9816596
40.61707,-74.03473,1,Brooklyn,Individual,9817149
40.6311,-74.03022,1,Brooklyn,Professional,9818806
40.83873,-73.94118,1,Manhattan,Individual,9819358
40.78397,-73.97063,1,Manhattan,Individual,9820462
40.66623,-73.93113,1,Brooklyn,Professional,9825985
40.66921,-73.87797,1,Brooklyn,Individual,9826538
40.79617,-73.94735,5,Manhattan,Individual,9827090
40.66224,-73.99805,1,Brooklyn,Individual,9827642
40.82143,-73.95651,1,Manhattan,Individual,9829852
40.82272,-73.94502,1,Manhattan,Professional,9833165
40.81301,-73.94955,2,Manhattan,Individual,9833718
40.74954,-73.82829,1,Queens,Professional,9834270
40.78175,-73.97576,3,Manhattan,Individual,9838136
40.74141,-73.97868,1,Manhattan,Professional,9839241
40.69021,-73.92207,1,Brooklyn,Professional,9842002
40.76222,-73.99889,1,Manhattan,Professional,9842554
40.76455,-73.99128,1,Manhattan,Individual,9844211
40.7029,-73.9296,1,Brooklyn,Individual,9845316
40.81806,-73.95374,1,Manhattan,Professional,9848077
40.72311,-73.94489,2,Brooklyn,Professional,9849734
40.70944,-73.9492,1,Brooklyn,Individual,9851944
40.72501,-73.98776,4,Manhattan,Professional,9855257
40.63833,-74.01794,5,Brooklyn,Professional,9855810
40.76319,-73.98693,1,Manhattan,Individual,9859676
40.73737,-73.99475,1,Manhattan,Individual,9860228
40.69093,-73.96507,4,Brooklyn,Individual,9862990
40.74933,-73.97937,3,Manhattan,Professional,9863542
40.80077,-73.9681,1,Manhattan,Individual,9864646
40.72143,-73.8932,5,Queens,Professional,9865751
40.72103,-73.89458,2,Queens,Professional,9866303
40.77301,-73.95045,4,Manhattan,Professional,9871274
40.65256,-73.9798,2,Brooklyn,Professional,9872931
40.86032,-73.88493,1,Bronx,Individual,9877902
40.74711,-73.99281,4,Manhattan,Professional,9878454
40.69284,-73.90348,1,Queens,Individual,9880663
40.74358,-73.98096,2,Manhattan,Individual,9888948
40.69475,-73.96848,4,Brooklyn,Individual,9891709
40.78804,-73.95382,4,Manhattan,Individual,9896680
40.63887,-73.96667,1,Brooklyn,Individual,9897232
40.72669,-73.98792,1,Manhattan,Individual,9902755
40.76232,-73.97614,1,Manhattan,Professional,9903307
40.69525,-73.96604,1,Brooklyn,Individual,9904412
40.71293,-73.9603,1,Brooklyn,Individual,9904964
40.65359,-73.95631,1,Brooklyn,Individual,9907726
40.75303,-73.97327,1,Manhattan,Professional,9908278
40.70775,-73.94725,2,Brooklyn,Individual,9909935
40.67661,-73.95611,1,Brooklyn,Individual,9910487
40.74464,-73.98436,2,Manhattan,Individual,9922086
40.7775,-73.95262,2,Manhattan,Professional,9923743
40.64053,-73.95785,1,Brooklyn,Individual,9924295
40.77854,-73.95073,1,Manhattan,Professional,9925399
40.77903,-73.95238,3,Manhattan,Professional,9926504
40.67533,-73.95545,10,Brooklyn,Individual,9929818
40.65841,-73.97753,1,Brooklyn,Professional,9932027
40.74664,-74.00165,1,Manhattan,Individual,9937550
40.72791,-73.98916,1,Manhattan,Individual,9939759
40.68122,-73.90399,1,Brooklyn,Professional,9943073
40.73007,-73.98637,1,Manhattan,Individual,9944730
40.75058,-73.8535,2,Queens,Professional,9948044
40.64523,-73.96213,2,Brooklyn,Individual,9962956
40.74641,-74.00401,1,Manhattan,Professional,9969031
40.74651,-74.00563,1,Manhattan,Professional,9969583
40.686,-73.98579,3,Brooklyn,Individual,9970688
40.7869,-73.97254,1,Manhattan,Individual,9971793
40.69819,-73.9334,10,Brooklyn,Individual,9972345
40.67321,-73.79247,1,Queens,Professional,9975106
40.76704,-73.95722,1,Manhattan,Individual,9976211
40.76555,-73.9169,5,Queens,Individual,9978420
40.72487,-73.98125,2,Manhattan,Individual,9981182
40.7448,-73.99204,2,Manhattan,Professional,9986152
40.68398,-73.94515,1,Brooklyn,Individual,9988914
40.75722,-73.97842,1,Manhattan,Individual,9995542
40.67073,-73.98719,1,Brooklyn,Individual,9996094
40.67641,-73.96775,1,Brooklyn,Individual,10001617
40.83458,-73.91021,2,Bronx,Professional,10003274
40.69832,-73.92622,2,Brooklyn,Individual,10005483
40.7304,-74.00887,1,Manhattan,Professional,10008797
40.68723,-73.78791,1,Queens,Professional,10009349
40.77847,-73.95371,1,Manhattan,Individual,10013767
40.71529,-73.96398,1,Brooklyn,Individual,10015977
40.77586,-73.95164,1,Manhattan,Individual,10016529
40.76502,-73.99277,1,Manhattan,Professional,10017081
40.70158,-73.92023,1,Brooklyn,Individual,10024261
40.77504,-73.94945,1,Manhattan,Professional,10026470
40.73733,-74.00392,1,Manhattan,Individual,10028680
40.6861,-73.90977,1,Brooklyn,Individual,10030336
40.77221,-73.92901,2,Queens,Individual,10031441
40.68641,-73.97085,2,Brooklyn,Professional,10034203
40.76365,-73.97754,2,Manhattan,Professional,10041382
40.57762,-73.95662,1,Brooklyn,Individual,10041935
40.86383,-73.92905,1,Manhattan,Individual,10043039
40.74457,-73.90474,1,Queens,Individual,10044144
40.79296,-73.97456,2,Manhattan,Individual,10044696
40.67194,-73.95182,1,Brooklyn,Individual,10045249
40.85487,-73.93509,2,Manhattan,Individual,10046353
40.8679,-73.91842,1,Manhattan,Individual,10048562
40.71021,-73.94944,1,Brooklyn,Individual,10049667
40.77367,-73.91597,1,Queens,Individual,10052428
40.76672,-73.92769,1,Queens,Individual,10054638
40.86709,-73.92962,2,Manhattan,Professional,10056295
40.77439,-73.77723,1,Queens,Individual,10057951
40.59162,-73.9702,1,Brooklyn,Individual,10059608
40.73908,-74.00186,2,Manhattan,Individual,10063474
40.65742,-73.92385,1,Brooklyn,Individual,10064579
40.685,-73.99369,2,Brooklyn,Individual,10067893
40.69239,-73.91443,3,Brooklyn,Professional,10072311
40.74747,-73.98061,1,Manhattan,Professional,10073968
40.6421,-73.96166,2,Brooklyn,Individual,10076177
40.74743,-73.97945,3,Manhattan,Professional,10077834
40.73179,-74.00149,2,Manhattan,Individual,10078387
40.76564,-73.98367,1,Manhattan,Professional,10078939
40.63009,-74.01342,1,Brooklyn,Individual,10082253
40.77575,-73.95304,1,Manhattan,Individual,10083910
40.71351,-73.95848,1,Brooklyn,Individual,10084462
40.84989,-73.93044,1,Manhattan,Individual,10088328
40.70918,-73.92182,1,Brooklyn,Individual,10092746
40.67002,-73.98496,1,Brooklyn,Individual,10096612
40.7394,-73.97996,2,Manhattan,Professional,10099926
40.61608,-73.99056,1,Brooklyn,Professional,10100479
40.82779,-73.94065,6,Manhattan,Individual,10102135
40.71756,-73.94063,1,Brooklyn,Professional,10107106
40.69707,-73.99632,1,Brooklyn,Individual,10107658
40.76318,-73.98473,1,Manhattan,Individual,10118704
40.81286,-73.93618,2,Manhattan,Professional,10123123
40.73334,-74.00104,2,Manhattan,Individual,10126437
40.70422,-73.90978,1,Queens,Individual,10128094
40.67206,-73.9429,1,Brooklyn,Professional,10138035
40.68063,-73.95015,1,Brooklyn,Individual,10138587
40.69484,-73.95852,1,Brooklyn,Individual,10139140
40.74487,-74.00277,2,Manhattan,Individual,10140796
40.72838,-73.99899,1,Manhattan,Individual,10142453
40.74036,-73.98053,2,Manhattan,Individual,10144110
40.80348,-73.96579,1,Manhattan,Individual,10144663
40.66537,-73.98559,3,Brooklyn,Individual,10145767
40.69511,-73.9934,2,Brooklyn,Individual,10149081
40.82605,-73.94219,2,Manhattan,Professional,10149633
40.85177,-73.93652,1,Manhattan,Individual,10150186
40.86059,-73.92986,2,Manhattan,Individual,10153499
40.70662,-74.0051,2,Manhattan,Individual,10154052
40.71281,-73.95127,1,Brooklyn,Professional,10155709
40.77388,-73.91598,1,Queens,Individual,10157918
40.69304,-73.99328,2,Brooklyn,Individual,10160679
40.69016,-73.97307,1,Brooklyn,Individual,10163993
40.70949,-73.96087,2,Brooklyn,Individual,10171173
40.66662,-73.98168,2,Brooklyn,Professional,10171725
40.70219,-73.89859,1,Queens,Individual,10172830
40.87938,-73.86349,2,Bronx,Individual,10173934
40.71736,-73.95263,1,Brooklyn,Individual,10174487
40.69389,-73.9512,2,Brooklyn,Professional,10175039
40.8002,-73.96727,2,Manhattan,Professional,10176696
40.59621,-73.95767,2,Brooklyn,Professional,10177248
40.69041,-73.96026,2,Brooklyn,Individual,10178905
40.73898,-73.98233,1,Manhattan,Individual,10181114
40.67951,-73.96926,2,Brooklyn,Individual,10182219
40.71783,-73.99817,1,Manhattan,Professional,10182771
40.67512,-73.95248,2,Brooklyn,Professional,10188847
40.61567,-73.95488,2,Brooklyn,Individual,10196579
40.7885,-73.9494,1,Manhattan,Professional,10200445
40.80952,-73.93025,1,Bronx,Professional,10204311
40.84559,-73.89815,3,Bronx,Professional,10212595
40.72198,-73.99451,2,Manhattan,Individual,10215909
40.6602,-73.96017,2,Brooklyn,Professional,10217014
40.7194,-73.96262,1,Brooklyn,Individual,10222537
40.71444,-73.94058,2,Brooklyn,Individual,10223089
40.80286,-73.96561,1,Manhattan,Individual,10226403
40.70478,-73.9435,1,Brooklyn,Professional,10233583
40.65251,-73.96325,2,Brooklyn,Individual,10242972
40.70222,-73.92947,1,Brooklyn,Individual,10244077
40.66128,-73.94797,1,Brooklyn,Individual,10244629
40.68235,-73.94686,1,Brooklyn,Individual,10246286
40.68594,-73.96293,2,Brooklyn,Individual,10249047
40.71962,-73.98241,1,Manhattan,Individual,10252361
40.73426,-74.00236,2,Manhattan,Individual,10255675
40.76375,-73.98387,1,Manhattan,Professional,10257332
40.71769,-73.95275,2,Brooklyn,Individual,10257884
40.72768,-73.98739,2,Manhattan,Professional,10258989
40.70514,-74.00921,1,Manhattan,Individual,10261750
40.75186,-73.97062,1,Manhattan,Professional,10262302
40.80273,-73.95924,2,Manhattan,Individual,10265616
40.67649,-73.96697,1,Brooklyn,Individual,10267273
40.71605,-73.9518,1,Brooklyn,Individual,10272796
40.66703,-73.94054,1,Brooklyn,Individual,10278871
40.74921,-74.00416,1,Manhattan,Individual,10281633
40.66018,-73.98074,1,Brooklyn,Individual,10284394
40.68134,-73.9072,2,Brooklyn,Individual,10284947
40.70821,-73.95001,1,Brooklyn,Professional,10289917
40.77643,-73.98262,4,Manhattan,Individual,10290470
40.66781,-73.99024,1,Brooklyn,Individual,10292679
40.76066,-73.99922,1,Manhattan,Professional,10297650
40.76207,-73.99937,1,Manhattan,Professional,10298202
40.76108,-73.99812,2,Manhattan,Professional,10311457
40.70353,-73.9344,1,Brooklyn,Individual,10314219
40.76569,-73.98281,3,Manhattan,Professional,10317532
40.72741,-73.97529,2,Manhattan,Individual,10318085
40.86541,-73.92935,1,Manhattan,Professional,10320846
40.72471,-73.98891,1,Manhattan,Individual,10323608
40.80289,-73.96741,1,Manhattan,Individual,10327474
40.72118,-73.98066,1,Manhattan,Individual,10331340
40.79936,-73.96105,2,Manhattan,Individual,10331892
40.69091,-73.95435,1,Brooklyn,Individual,10332445
40.70667,-73.92668,1,Brooklyn,Individual,10332997
40.76245,-73.98767,1,Manhattan,Professional,10340177
40.77981,-73.98499,1,Manhattan,Individual,10344043
40.72229,-73.98175,2,Manhattan,Individual,10347357
40.70273,-73.92724,2,Brooklyn,Individual,10349014
40.7403,-74.0029,2,Manhattan,Individual,10351223
40.73277,-73.98448,1,Manhattan,Individual,10354537
40.76184,-73.9569,2,Manhattan,Individual,10355089
40.72689,-74.0089,1,Manhattan,Professional,10360060
40.75823,-73.96453,1,Manhattan,Individual,10362821
40.85413,-73.93172,4,Manhattan,Professional,10363926
40.74472,-73.91788,1,Queens,Individual,10364478
40.77231,-73.90793,1,Queens,Individual,10368896
40.68881,-73.94991,1,Brooklyn,Individual,10373867
40.74032,-74.00265,1,Manhattan,Individual,10374972
40.72795,-74.00454,2,Manhattan,Professional,10377181
40.67847,-73.96662,1,Brooklyn,Professional,10384913
40.76988,-73.95125,2,Manhattan,Individual,10388227
40.69739,-73.98512,1,Brooklyn,Professional,10389884
40.76371,-73.96153,2,Manhattan,Professional,10391541
40.64459,-73.99825,1,Brooklyn,Individual,10393198
40.77164,-73.92028,4,Queens,Individual,10399825
40.64277,-73.9744,1,Brooklyn,Individual,10404244
40.64684,-73.96068,2,Brooklyn,Individual,10407005
40.79415,-73.97323,5,Manhattan,Individual,10409767
40.63598,-74.07943,2,Staten Island,Individual,10411976
40.82162,-73.92698,1,Bronx,Individual,10413633
40.78853,-73.9751,1,Manhattan,Individual,10415842
40.7605,-73.99455,1,Manhattan,Individual,10420260
40.71429,-73.98755,3,Manhattan,Individual,10421917
40.72746,-73.97611,1,Manhattan,Individual,10422469
40.69849,-73.923,6,Brooklyn,Individual,10424126
40.72871,-74.00149,4,Manhattan,Individual,10425783
40.7042,-73.94193,1,Brooklyn,Individual,10427992
40.74564,-73.98174,2,Manhattan,Professional,10432411
40.79093,-73.97969,2,Manhattan,Professional,10432963
40.7154,-73.95469,2,Brooklyn,Individual,10433515
40.78531,-73.95683,1,Manhattan,Professional,10437934
40.68144,-73.89416,2,Brooklyn,Individual,10441248
40.81558,-73.95847,1,Manhattan,Professional,10448980
40.76712,-73.98789,1,Manhattan,Individual,10449532
40.68838,-73.9519,1,Brooklyn,Individual,10450084
40.65074,-73.96072,1,Brooklyn,Individual,10453398
40.82172,-73.94791,2,Manhattan,Individual,10456160
40.71578,-73.95879,1,Brooklyn,Individual,10462787
40.67469,-73.94062,2,Brooklyn,Individual,10463340
40.80573,-73.94994,2,Manhattan,Professional,10465549
40.77989,-73.94763,1,Manhattan,Professional,10468310
40.68232,-73.94401,1,Brooklyn,Professional,10469415
40.717,-73.96183,1,Brooklyn,Individual,10480461
40.66282,-73.98714,1,Brooklyn,Professional,10482118
40.64809,-73.9677,1,Brooklyn,Individual,10485432
40.76376,-73.91438,1,Queens,Professional,10485984
40.80372,-73.95036,1,Manhattan,Individual,10487641
40.75004,-73.97089,1,Manhattan,Professional,10490402
40.68354,-74.00139,1,Brooklyn,Individual,10492612
40.7205,-73.9986,2,Manhattan,Individual,10493716
40.76885,-73.96472,2,Manhattan,Individual,10494268
40.65226,-73.95732,1,Brooklyn,Individual,10497030
40.73273,-74.00704,1,Manhattan,Individual,10498687
40.71791,-73.94242,1,Brooklyn,Individual,10499239
40.68499,-73.94433,2,Brooklyn,Individual,10499791
40.7758,-73.95472,1,Manhattan,Professional,10501448
40.72012,-73.95675,1,Brooklyn,Individual,10504762
40.75353,-73.9289,1,Queens,Individual,10507524
40.70347,-73.92764,1,Brooklyn,Individual,10508076
40.7035,-73.92912,2,Brooklyn,Individual,10512494
40.71844,-73.9858,1,Manhattan,Individual,10513047
40.73055,-73.99146,2,Manhattan,Individual,10516360
40.72248,-73.98316,2,Manhattan,Individual,10518017
40.72003,-73.95756,1,Brooklyn,Individual,10520227
40.6638,-73.97935,1,Brooklyn,Individual,10524093
40.76751,-73.98483,1,Manhattan,Individual,10524645
40.80534,-73.96654,2,Manhattan,Individual,10525750
40.74179,-73.99855,2,Manhattan,Individual,10527959
40.72383,-73.9839,1,Manhattan,Individual,10531273
40.73536,-73.98433,1,Manhattan,Individual,10531825
40.69061,-73.73917,1,Queens,Individual,10532929
40.82443,-73.95175,1,Manhattan,Individual,10533482
40.70381,-73.91922,1,Brooklyn,Individual,10534586
40.73359,-73.89227,2,Queens,Professional,10535139
40.79774,-73.97274,1,Manhattan,Individual,10536243
40.80131,-73.9579,2,Manhattan,Individual,10540662
40.75927,-73.98592,1,Manhattan,Individual,10543423
40.69828,-73.93206,7,Brooklyn,Individual,10545632
40.6839,-73.99266,1,Brooklyn,Professional,10548394
40.77778,-73.97795,2,Manhattan,Individual,10549498
40.80442,-73.96362,1,Manhattan,Individual,10550051
40.73516,-73.95532,1,Brooklyn,Individual,10551708
40.78137,-73.95176,1,Manhattan,Individual,10552812
40.73969,-73.98445,2,Manhattan,Professional,10556678
40.71881,-73.98882,1,Manhattan,Individual,10557231
40.89984,-73.86902,1,Bronx,Individual,10557783
40.79878,-73.94495,1,Manhattan,Individual,10559992
40.76247,-73.96238,4,Manhattan,Individual,10562754
40.63245,-74.17065,1,Staten Island,Individual,10563306
40.63622,-73.97406,2,Brooklyn,Individual,10564411
40.63624,-73.96365,1,Brooklyn,Professional,10564963
40.72626,-74.00154,2,Manhattan,Individual,10571038
40.76638,-73.99013,7,Manhattan,Individual,10573247
40.71894,-73.96403,1,Brooklyn,Individual,10573800
40.73202,-73.98766,1,Manhattan,Individual,10575457
